Load,AR,trn_freight_road,Medium truck,BEV,2.07,2.07,2.07,2.07,2.07,2.07,2.07,2.07,2.07,2.07,2.07,2.07,2.07,2.07,2.07,2.07,2.07,2.07,2.07,2.07,2.07,load/veh
Load,AR,trn_freight_road,Medium truck,FCEV,2.07,2.07,2.07,2.07,2.07,2.07,2.07,2.07,2.07,2.07,2.07,2.07,2.07,2.07,2.07,2.07,2.07,2.07,2.07,2.07,2.07,load/veh
Load,AR,trn_freight_road,Medium truck,Hybrid Liquids,2.07,2.07,2.07,2.07,2.07,2.07,2.07,2.07,2.07,2.07,2.07,2.07,2.07,2.07,2.07,2.07,2.07,2.07,2.07,2.07,2.07,load/veh
Load,AR,trn_freight_road,Medium truck,Liquids,2.08,2.08,2.05,2.04,2,2.01,2.02,2.03,2.04,2.05,2.06,2.06,2.06,2.06,2.06,2.06,2.06,2.06,2.06,2.06,2.06,load/veh
Load,AR,trn_freight_road,Medium truck,NG,2.07,2.07,2.07,2.07,2.07,2.07,2.07,2.07,2.07,2.07,2.07,2.07,2.07,2.07,2.07,2.07,2.07,2.07,2.07,2.07,2.07,load/veh
Load,AR,trn_pass,Domestic Aviation,BEV,125,125,129,132,135,138,140,142,144,145,147,147,147,147,147,147,147,147,147,147,147,load/veh
Load,AR,trn_pass,Domestic Aviation,Hydrogen,125,125,129,132,135,138,140,142,144,145,147,147,147,147,147,147,147,147,147,147,147,load/veh
Load,AR,trn_pass,Domestic Aviation,Liquids,125,125,129,132,135,138,140,142,144,145,147,147,147,147,147,147,147,147,147,147,147,load/veh
Load,AR,trn_pass,HSR,Electric,149,149,149,149,149,149,149,149,149,149,149,149,149,149,149,149,149,149,149,149,149,load/veh
Load,AR,trn_pass,Passenger Rail,Electric,29.9,29.9,29.9,29.9,29.9,29.9,29.9,29.9,29.9,29.9,29.9,29.9,29.9,29.9,29.9,29.9,29.9,29.9,29.9,29.9,29.9,load/veh
Load,AR,trn_pass,Passenger Rail,Liquids,29.9,29.9,29.9,29.9,29.9,29.9,29.9,29.9,29.9,29.9,29.9,29.9,29.9,29.9,29.9,29.9,29.9,29.9,29.9,29.9,29.9,load/veh
Load,AR,trn_pass_road,Bus,BEV,18.4,18.4,18.4,18.4,18.4,18.4,18.4,18.4,18.4,18.4,18.4,18.4,18.4,18.4,18.4,18.4,18.4,18.4,18.4,18.4,18.4,load/veh
Load,AR,trn_pass_road,Bus,FCEV,18.4,18.4,18.4,18.4,18.4,18.4,18.4,18.4,18.4,18.4,18.4,18.4,18.4,18.4,18.4,18.4,18.4,18.4,18.4,18.4,18.4,load/veh
Load,AR,trn_pass_road,Bus,Hybrid Liquids,18.4,18.4,18.4,18.4,18.4,18.4,18.4,18.4,18.4,18.4,18.4,18.4,18.4,18.4,18.4,18.4,18.4,18.4,18.4,18.4,18.4,load/veh
Load,AR,trn_pass_road,Bus,Liquids,18.4,18.4,18.4,18.4,18.4,18.4,18.4,18.4,18.4,18.4,18.4,18.4,18.4,18.4,18.4,18.4,18.4,18.4,18.4,18.4,18.4,load/veh
Load,AR,trn_pass_road,Bus,NG,18.4,18.4,18.4,18.4,18.4,18.4,18.4,18.4,18.4,18.4,18.4,18.4,18.4,18.4,18.4,18.4,18.4,18.4,18.4,18.4,18.4,load/veh
Load,AR,trn_pass_road_LDV,2W and 3W,BEV,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,load/veh
Load,AR,trn_pass_road_LDV,2W and 3W,Liquids,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,load/veh
Load,AR,trn_pass_road_LDV_4W,Car,BEV,1.58,1.58,1.58,1.58,1.58,1.58,1.58,1.58,1.58,1.58,1.58,1.58,1.58,1.58,1.58,1.58,1.58,1.58,1.58,1.58,1.58,load/veh
Load,AR,trn_pass_road_LDV_4W,Car,FCEV,1.58,1.58,1.58,1.58,1.58,1.58,1.58,1.58,1.58,1.58,1.58,1.58,1.58,1.58,1.58,1.58,1.58,1.58,1.58,1.58,1.58,load/veh
Load,AR,trn_pass_road_LDV_4W,Car,Hybrid Liquids,1.58,1.58,1.58,1.58,1.58,1.58,1.58,1.58,1.58,1.58,1.58,1.58,1.58,1.58,1.58,1.58,1.58,1.58,1.58,1.58,1.58,load/veh
Load,AR,trn_pass_road_LDV_4W,Car,Liquids,1.58,1.58,1.58,1.58,1.58,1.58,1.58,1.58,1.58,1.58,1.58,1.58,1.58,1.58,1.58,1.58,1.58,1.58,1.58,1.58,1.58,load/veh
Load,AR,trn_pass_road_LDV_4W,Car,NG,1.58,1.58,1.58,1.58,1.58,1.58,1.58,1.58,1.58,1.58,1.58,1.58,1.58,1.58,1.58,1.58,1.58,1.58,1.58,1.58,1.58,load/veh
Load,AR,trn_pass_road_LDV_4W,Large Car and Truck,BEV,1.66,1.66,1.66,1.66,1.66,1.66,1.66,1.66,1.66,1.66,1.66,1.66,1.66,1.66,1.66,1.66,1.66,1.66,1.66,1.66,1.66,load/veh
Load,AR,trn_pass_road_LDV_4W,Large Car and Truck,FCEV,1.66,1.66,1.66,1.66,1.66,1.66,1.66,1.66,1.66,1.66,1.66,1.66,1.66,1.66,1.66,1.66,1.66,1.66,1.66,1.66,1.66,load/veh
Load,AR,trn_pass_road_LDV_4W,Large Car and Truck,Hybrid Liquids,1.66,1.66,1.66,1.66,1.66,1.66,1.66,1.66,1.66,1.66,1.66,1.66,1.66,1.66,1.66,1.66,1.66,1.66,1.66,1.66,1.66,load/veh
Load,AR,trn_pass_road_LDV_4W,Large Car and Truck,Liquids,1.66,1.66,1.66,1.66,1.66,1.66,1.66,1.66,1.66,1.66,1.66,1.66,1.66,1.66,1.66,1.66,1.66,1.66,1.66,1.66,1.66,load/veh
Load,AR,trn_pass_road_LDV_4W,Large Car and Truck,NG,1.66,1.66,1.66,1.66,1.66,1.66,1.66,1.66,1.66,1.66,1.66,1.66,1.66,1.66,1.66,1.66,1.66,1.66,1.66,1.66,1.66,load/veh
Load,AR,trn_shipping_intl,International Ship,BEV,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,load/veh
Load,AR,trn_shipping_intl,International Ship,FCEV,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,load/veh
Load,AR,trn_shipping_intl,International Ship,Hybrid Liquids,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,load/veh
Load,AR,trn_shipping_intl,International Ship,Liquids,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,load/veh
Load,AZ,trn_aviation_intl,International Aviation,BEV,233,233,239,245,251,256,260,265,268,270,273,273,273,273,273,273,273,273,273,273,273,load/veh
Load,AZ,trn_aviation_intl,International Aviation,Hydrogen,233,233,239,245,251,256,260,265,268,270,273,273,273,273,273,273,273,273,273,273,273,load/veh
Load,AZ,trn_aviation_intl,International Aviation,Liquids,233,233,239,245,251,256,260,265,268,270,273,273,273,273,273,273,273,273,273,273,273,load/veh
Load,AZ,trn_freight,Domestic Ship,BEV,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,load/veh
Load,AZ,trn_freight,Domestic Ship,FCEV,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,load/veh
Load,AZ,trn_freight,Domestic Ship,Hybrid Liquids,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,load/veh
Load,AZ,trn_freight,Domestic Ship,Liquids,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,load/veh
Load,AZ,trn_freight,Freight Rail,BEV,3220,3220,3220,3220,3220,3220,3220,3220,3220,3220,3220,3220,3220,3220,3220,3220,3220,3220,3220,3220,3220,load/veh
Load,AZ,trn_freight,Freight Rail,Coal,2110,2110,2110,2110,2110,2110,2110,2110,2110,2110,2110,2110,2110,2110,2110,2110,2110,2110,2110,2110,2110,load/veh
Load,AZ,trn_freight,Freight Rail,Electric,3220,3220,3220,3220,3220,3220,3220,3220,3220,3220,3220,3220,3220,3220,3220,3220,3220,3220,3220,3220,3220,load/veh
Load,AZ,trn_freight,Freight Rail,FCEV,3220,3220,3220,3220,3220,3220,3220,3220,3220,3220,3220,3220,3220,3220,3220,3220,3220,3220,3220,3220,3220,load/veh
Load,AZ,trn_freight,Freight Rail,Hybrid Liquids,3220,3220,3220,3220,3220,3220,3220,3220,3220,3220,3220,3220,3220,3220,3220,3220,3220,3220,3220,3220,3220,load/veh
Load,AZ,trn_freight,Freight Rail,Liquids,3220,3220,3220,3220,3220,3220,3220,3220,3220,3220,3220,3220,3220,3220,3220,3220,3220,3220,3220,3220,3220,load/veh
Load,AZ,trn_freight_road,Heavy truck,BEV,4.16,4.16,4.16,4.16,4.16,4.16,4.16,4.16,4.16,4.16,4.16,4.16,4.16,4.16,4.16,4.16,4.16,4.16,4.16,4.16,4.16,load/veh
Load,AZ,trn_freight_road,Heavy truck,FCEV,4.16,4.16,4.16,4.16,4.16,4.16,4.16,4.16,4.16,4.16,4.16,4.16,4.16,4.16,4.16,4.16,4.16,4.16,4.16,4.16,4.16,load/veh
Load,AZ,trn_freight_road,Heavy truck,Hybrid Liquids,4.16,4.16,4.16,4.16,4.16,4.16,4.16,4.16,4.16,4.16,4.16,4.16,4.16,4.16,4.16,4.16,4.16,4.16,4.16,4.16,4.16,load/veh
Load,AZ,trn_freight_road,Heavy truck,Liquids,4.16,4.16,4.16,4.16,4.16,4.16,4.16,4.16,4.16,4.16,4.16,4.16,4.16,4.16,4.16,4.16,4.16,4.16,4.16,4.16,4.16,load/veh
Load,AZ,trn_freight_road,Heavy truck,NG,4.16,4.16,4.16,4.16,4.16,4.16,4.16,4.16,4.16,4.16,4.16,4.16,4.16,4.16,4.16,4.16,4.16,4.16,4.16,4.16,4.16,load/veh
Load,AZ,trn_freight_road,Light truck,BEV,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,load/veh
Load,AZ,trn_freight_road,Light truck,FCEV,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,load/veh
Load,AZ,trn_freight_road,Light truck,Hybrid Liquids,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,load/veh
Load,AZ,trn_freight_road,Light truck,Liquids,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,load/veh
Load,AZ,trn_freight_road,Light truck,NG,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,load/veh
Load,AZ,trn_freight_road,Medium truck,BEV,2.07,2.07,2.07,2.07,2.07,2.07,2.07,2.07,2.07,2.07,2.07,2.07,2.07,2.07,2.07,2.07,2.07,2.07,2.07,2.07,2.07,load/veh
Load,AZ,trn_freight_road,Medium truck,FCEV,2.07,2.07,2.07,2.07,2.07,2.07,2.07,2.07,2.07,2.07,2.07,2.07,2.07,2.07,2.07,2.07,2.07,2.07,2.07,2.07,2.07,load/veh
Load,AZ,trn_freight_road,Medium truck,Hybrid Liquids,2.07,2.07,2.07,2.07,2.07,2.07,2.07,2.07,2.07,2.07,2.07,2.07,2.07,2.07,2.07,2.07,2.07,2.07,2.07,2.07,2.07,load/veh
Load,AZ,trn_freight_road,Medium truck,Liquids,2.08,2.08,2.05,2.04,2,2.01,2.02,2.03,2.04,2.05,2.06,2.06,2.06,2.06,2.06,2.06,2.06,2.06,2.06,2.06,2.06,load/veh
Load,AZ,trn_freight_road,Medium truck,NG,2.07,2.07,2.07,2.07,2.07,2.07,2.07,2.07,2.07,2.07,2.07,2.07,2.07,2.07,2.07,2.07,2.07,2.07,2.07,2.07,2.07,load/veh
Load,AZ,trn_pass,Domestic Aviation,BEV,125,125,129,132,135,138,140,142,144,145,147,147,147,147,147,147,147,147,147,147,147,load/veh
Load,AZ,trn_pass,Domestic Aviation,Hydrogen,125,125,129,132,135,138,140,142,144,145,147,147,147,147,147,147,147,147,147,147,147,load/veh
Load,AZ,trn_pass,Domestic Aviation,Liquids,125,125,129,132,135,138,140,142,144,145,147,147,147,147,147,147,147,147,147,147,147,load/veh
Load,AZ,trn_pass,HSR,Electric,149,149,149,149,149,149,149,149,149,149,149,149,149,149,149,149,149,149,149,149,149,load/veh
Load,AZ,trn_pass,Passenger Rail,Electric,29.9,29.9,29.9,29.9,29.9,29.9,29.9,29.9,29.9,29.9,29.9,29.9,29.9,29.9,29.9,29.9,29.9,29.9,29.9,29.9,29.9,load/veh
Load,AZ,trn_pass,Passenger Rail,Liquids,29.9,29.9,29.9,29.9,29.9,29.9,29.9,29.9,29.9,29.9,29.9,29.9,29.9,29.9,29.9,29.9,29.9,29.9,29.9,29.9,29.9,load/veh
Load,AZ,trn_pass_road,Bus,BEV,18.4,18.4,18.4,18.4,18.4,18.4,18.4,18.4,18.4,18.4,18.4,18.4,18.4,18.4,18.4,18.4,18.4,18.4,18.4,18.4,18.4,load/veh
Load,AZ,trn_pass_road,Bus,FCEV,18.4,18.4,18.4,18.4,18.4,18.4,18.4,18.4,18.4,18.4,18.4,18.4,18.4,18.4,18.4,18.4,18.4,18.4,18.4,18.4,18.4,load/veh
Load,AZ,trn_pass_road,Bus,Hybrid Liquids,18.4,18.4,18.4,18.4,18.4,18.4,18.4,18.4,18.4,18.4,18.4,18.4,18.4,18.4,18.4,18.4,18.4,18.4,18.4,18.4,18.4,load/veh
Load,AZ,trn_pass_road,Bus,Liquids,18.4,18.4,18.4,18.4,18.4,18.4,18.4,18.4,18.4,18.4,18.4,18.4,18.4,18.4,18.4,18.4,18.4,18.4,18.4,18.4,18.4,load/veh
Load,AZ,trn_pass_road,Bus,NG,18.4,18.4,18.4,18.4,18.4,18.4,18.4,18.4,18.4,18.4,18.4,18.4,18.4,18.4,18.4,18.4,18.4,18.4,18.4,18.4,18.4,load/veh
Load,AZ,trn_pass_road_LDV,2W and 3W,BEV,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,load/veh
Load,AZ,trn_pass_road_LDV,2W and 3W,Liquids,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,load/veh
Load,AZ,trn_pass_road_LDV_4W,Car,BEV,1.58,1.58,1.58,1.58,1.58,1.58,1.58,1.58,1.58,1.58,1.58,1.58,1.58,1.58,1.58,1.58,1.58,1.58,1.58,1.58,1.58,load/veh
Load,AZ,trn_pass_road_LDV_4W,Car,FCEV,1.58,1.58,1.58,1.58,1.58,1.58,1.58,1.58,1.58,1.58,1.58,1.58,1.58,1.58,1.58,1.58,1.58,1.58,1.58,1.58,1.58,load/veh
Load,AZ,trn_pass_road_LDV_4W,Car,Hybrid Liquids,1.58,1.58,1.58,1.58,1.58,1.58,1.58,1.58,1.58,1.58,1.58,1.58,1.58,1.58,1.58,1.58,1.58,1.58,1.58,1.58,1.58,load/veh
Load,AZ,trn_pass_road_LDV_4W,Car,Liquids,1.58,1.58,1.58,1.58,1.58,1.58,1.58,1.58,1.58,1.58,1.58,1.58,1.58,1.58,1.58,1.58,1.58,1.58,1.58,1.58,1.58,load/veh
Load,AZ,trn_pass_road_LDV_4W,Car,NG,1.58,1.58,1.58,1.58,1.58,1.58,1.58,1.58,1.58,1.58,1.58,1.58,1.58,1.58,1.58,1.58,1.58,1.58,1.58,1.58,1.58,load/veh
Load,AZ,trn_pass_road_LDV_4W,Large Car and Truck,BEV,1.66,1.66,1.66,1.66,1.66,1.66,1.66,1.66,1.66,1.66,1.66,1.66,1.66,1.66,1.66,1.66,1.66,1.66,1.66,1.66,1.66,load/veh
Load,AZ,trn_pass_road_LDV_4W,Large Car and Truck,FCEV,1.66,1.66,1.66,1.66,1.66,1.66,1.66,1.66,1.66,1.66,1.66,1.66,1.66,1.66,1.66,1.66,1.66,1.66,1.66,1.66,1.66,load/veh
Load,AZ,trn_pass_road_LDV_4W,Large Car and Truck,Hybrid Liquids,1.66,1.66,1.66,1.66,1.66,1.66,1.66,1.66,1.66,1.66,1.66,1.66,1.66,1.66,1.66,1.66,1.66,1.66,1.66,1.66,1.66,load/veh
Load,AZ,trn_pass_road_LDV_4W,Large Car and Truck,Liquids,1.66,1.66,1.66,1.66,1.66,1.66,1.66,1.66,1.66,1.66,1.66,1.66,1.66,1.66,1.66,1.66,1.66,1.66,1.66,1.66,1.66,load/veh
Load,AZ,trn_pass_road_LDV_4W,Large Car and Truck,NG,1.66,1.66,1.66,1.66,1.66,1.66,1.66,1.66,1.66,1.66,1.66,1.66,1.66,1.66,1.66,1.66,1.66,1.66,1.66,1.66,1.66,load/veh
Load,AZ,trn_shipping_intl,International Ship,BEV,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,load/veh
Load,AZ,trn_shipping_intl,International Ship,FCEV,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,load/veh
Load,AZ,trn_shipping_intl,International Ship,Hybrid Liquids,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,load/veh
Load,AZ,trn_shipping_intl,International Ship,Liquids,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,load/veh
Load,Africa_Eastern,trn_aviation_intl,International Aviation,BEV,216,216,221,227,233,237,241,245,248,250,252,252,252,252,252,252,252,252,252,252,252,load/veh
Load,Africa_Eastern,trn_aviation_intl,International Aviation,Hydrogen,216,216,221,227,233,237,241,245,248,250,252,252,252,252,252,252,252,252,252,252,252,load/veh
Load,Africa_Eastern,trn_aviation_intl,International Aviation,Liquids,216,216,221,227,233,237,241,245,248,250,252,252,252,252,252,252,252,252,252,252,252,load/veh
Load,Africa_Eastern,trn_freight,Domestic Ship,BEV,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,load/veh
Load,Africa_Eastern,trn_freight,Domestic Ship,FCEV,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,load/veh
Load,Africa_Eastern,trn_freight,Domestic Ship,Hybrid Liquids,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,load/veh
Load,Africa_Eastern,trn_freight,Domestic Ship,Liquids,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,load/veh
Load,Africa_Eastern,trn_freight,Freight Rail,BEV,1520,1520,1520,1520,1520,1520,1520,1520,1520,1520,1520,1520,1520,1520,1520,1520,1520,1520,1520,1520,1520,load/veh
Load,Africa_Eastern,trn_freight,Freight Rail,Coal,2110,2110,2110,2110,2110,2110,2110,2110,2110,2110,2110,2110,2110,2110,2110,2110,2110,2110,2110,2110,2110,load/veh
Load,Africa_Eastern,trn_freight,Freight Rail,Electric,1520,1520,1520,1520,1520,1520,1520,1520,1520,1520,1520,1520,1520,1520,1520,1520,1520,1520,1520,1520,1520,load/veh
Load,Africa_Eastern,trn_freight,Freight Rail,FCEV,1520,1520,1520,1520,1520,1520,1520,1520,1520,1520,1520,1520,1520,1520,1520,1520,1520,1520,1520,1520,1520,load/veh
Load,Africa_Eastern,trn_freight,Freight Rail,Hybrid Liquids,1520,1520,1520,1520,1520,1520,1520,1520,1520,1520,1520,1520,1520,1520,1520,1520,1520,1520,1520,1520,1520,load/veh
Load,Africa_Eastern,trn_freight,Freight Rail,Liquids,1520,1520,1520,1520,1520,1520,1520,1520,1520,1520,1520,1520,1520,1520,1520,1520,1520,1520,1520,1520,1520,load/veh
Load,Africa_Eastern,trn_freight_road,Heavy truck,BEV,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,load/veh
Load,Africa_Eastern,trn_freight_road,Heavy truck,FCEV,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,load/veh
Load,Africa_Eastern,trn_freight_road,Heavy truck,Hybrid Liquids,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,load/veh
Load,Africa_Eastern,trn_freight_road,Heavy truck,Liquids,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,load/veh
Load,Africa_Eastern,trn_freight_road,Heavy truck,NG,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,load/veh
Load,Africa_Eastern,trn_freight_road,Light truck,BEV,0.73,0.73,0.73,0.73,0.73,0.75,0.75,0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.74,load/veh
Load,Africa_Eastern,trn_freight_road,Light truck,FCEV,0.75,0.75,0.75,0.75,0.75,0.76,0.75,0.75,0.75,0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.74,load/veh
Load,Africa_Eastern,trn_freight_road,Light truck,Hybrid Liquids,0.73,0.73,0.73,0.73,0.73,0.71,0.71,0.71,0.71,0.71,0.71,0.71,0.71,0.71,0.71,0.71,0.71,0.71,0.71,0.71,0.71,load/veh
Load,Africa_Eastern,trn_freight_road,Light truck,Liquids,0.72,0.72,0.72,0.72,0.72,0.72,0.72,0.72,0.72,0.72,0.72,0.72,0.72,0.72,0.72,0.72,0.72,0.72,0.72,0.72,0.72,load/veh
Load,Africa_Eastern,trn_freight_road,Light truck,NG,0.69,0.69,0.69,0.69,0.69,0.7,0.69,0.68,0.67,0.66,0.65,0.65,0.65,0.65,0.65,0.65,0.65,0.65,0.65,0.65,0.65,load/veh
Load,Africa_Eastern,trn_freight_road,Medium truck,BEV,3.04,3.04,3.04,3.04,3.04,3.04,3.04,3.04,3.04,3.04,3.04,3.04,3.04,3.04,3.04,3.04,3.04,3.04,3.04,3.04,3.04,load/veh
Load,Africa_Eastern,trn_freight_road,Medium truck,FCEV,3.04,3.04,3.04,3.04,3.04,3.04,3.04,3.04,3.04,3.04,3.04,3.04,3.04,3.04,3.04,3.04,3.04,3.04,3.04,3.04,3.04,load/veh
Load,Africa_Eastern,trn_freight_road,Medium truck,Hybrid Liquids,3.04,3.04,3.04,3.04,3.04,3.04,3.04,3.04,3.04,3.04,3.04,3.04,3.04,3.04,3.04,3.04,3.04,3.04,3.04,3.04,3.04,load/veh
Load,Africa_Eastern,trn_freight_road,Medium truck,Liquids,3.04,3.04,3.04,3.04,3.04,3.04,3.04,3.04,3.04,3.04,3.04,3.04,3.04,3.04,3.04,3.04,3.04,3.04,3.04,3.04,3.04,load/veh
Load,Africa_Eastern,trn_freight_road,Medium truck,NG,3.04,3.04,3.04,3.04,3.04,3.04,3.04,3.04,3.04,3.04,3.04,3.04,3.04,3.04,3.04,3.04,3.04,3.04,3.04,3.04,3.04,load/veh
Load,Africa_Eastern,trn_pass,Domestic Aviation,BEV,125,125,128,131,134,137,139,142,143,144,146,146,146,146,146,146,146,146,146,146,146,load/veh
Load,Africa_Eastern,trn_pass,Domestic Aviation,Hydrogen,125,125,128,131,134,137,139,142,143,144,146,146,146,146,146,146,146,146,146,146,146,load/veh
Load,Africa_Eastern,trn_pass,Domestic Aviation,Liquids,125,125,128,131,134,137,139,142,143,144,146,146,146,146,146,146,146,146,146,146,146,load/veh
Load,Africa_Eastern,trn_pass,HSR,Electric,156,156,156,156,156,156,156,156,156,156,156,156,156,156,156,156,156,156,156,156,156,load/veh
Load,Africa_Eastern,trn_pass,Passenger Rail,Electric,1150,1150,1150,1150,1150,1150,1150,1150,1150,1150,1150,1150,1150,1150,1150,1150,1150,1150,1150,1150,1150,load/veh
Load,Africa_Eastern,trn_pass,Passenger Rail,Liquids,1150,1150,1150,1150,1150,1150,1150,1150,1150,1150,1150,1150,1150,1150,1150,1150,1150,1150,1150,1150,1150,load/veh
Load,Africa_Eastern,trn_pass_road,Bus,BEV,47.5,47.5,47.5,47.5,47.5,47.5,47.5,47.5,47.5,47.5,47.5,47.5,47.5,47.5,47.5,47.5,47.5,47.5,47.5,47.5,47.5,load/veh
Load,Africa_Eastern,trn_pass_road,Bus,FCEV,47.5,47.5,47.5,47.5,47.5,47.5,47.5,47.5,47.5,47.5,47.5,47.5,47.5,47.5,47.5,47.5,47.5,47.5,47.5,47.5,47.5,load/veh
Load,Africa_Eastern,trn_pass_road,Bus,Hybrid Liquids,47.5,47.5,47.5,47.5,47.5,47.5,47.5,47.5,47.5,47.5,47.5,47.5,47.5,47.5,47.5,47.5,47.5,47.5,47.5,47.5,47.5,load/veh
Load,Africa_Eastern,trn_pass_road,Bus,Liquids,47.5,47.5,47.5,47.5,47.5,47.5,47.5,47.5,47.5,47.5,47.5,47.5,47.5,47.5,47.5,47.5,47.5,47.5,47.5,47.5,47.5,load/veh
Load,Africa_Eastern,trn_pass_road,Bus,NG,47.5,47.5,47.5,47.5,47.5,47.5,47.5,47.5,47.5,47.5,47.5,47.5,47.5,47.5,47.5,47.5,47.5,47.5,47.5,47.5,47.5,load/veh
Load,Africa_Eastern,trn_pass_road_LDV,2W and 3W,BEV,1.52,1.52,1.53,1.55,1.57,1.56,1.55,1.56,1.56,1.57,1.57,1.57,1.57,1.57,1.57,1.57,1.57,1.57,1.58,1.58,1.58,load/veh
Load,Africa_Eastern,trn_pass_road_LDV,2W and 3W,Liquids,1.54,1.54,1.54,1.54,1.54,1.54,1.54,1.54,1.54,1.54,1.54,1.54,1.54,1.54,1.54,1.54,1.54,1.54,1.54,1.54,1.54,load/veh
Load,Africa_Eastern,trn_pass_road_LDV,2W and 3W,NG,1.88,1.88,1.88,1.88,1.88,1.88,1.88,1.88,1.88,1.88,1.88,1.88,1.88,1.88,1.88,1.88,1.88,1.88,1.88,1.88,1.88,load/veh
Load,Africa_Eastern,trn_pass_road_LDV_4W,Car,BEV,2.5,2.5,2.44,2.39,2.33,2.28,2.22,2.17,2.11,2.06,2,2,2,2,2,2,2,2,2,2,2,load/veh
Load,Africa_Eastern,trn_pass_road_LDV_4W,Car,FCEV,2.5,2.5,2.44,2.39,2.33,2.28,2.22,2.17,2.11,2.06,2,2,2,2,2,2,2,2,2,2,2,load/veh
Load,Africa_Eastern,trn_pass_road_LDV_4W,Car,Hybrid Liquids,2.5,2.5,2.44,2.39,2.33,2.28,2.22,2.17,2.11,2.06,2,2,2,2,2,2,2,2,2,2,2,load/veh
